Id,boroughname,confirmedcase,Date,Time
500,Côte-des-Neiges–Notre-Dame-de-Grâce,717,2020-04-16,17:40:02
501,Côte-Saint-Luc,286,2020-04-16,17:40:02
502,Dollard-des-Ormeaux,82,2020-04-16,17:40:02
503,Dorval,44,2020-04-16,17:40:02
504,Hampstead,29,2020-04-16,17:40:02
505,Kirkland,20,2020-04-16,17:40:02
506,Lachine,99,2020-04-16,17:40:02
507,LaSalle,360,2020-04-16,17:40:02
508,L'Île-Bizard–Sainte-Geneviève,29,2020-04-16,17:40:02
509,Mercier–Hochelaga-Maisonneuve,396,2020-04-16,17:40:02
510,Montréal-Est,7,2020-04-16,17:40:02
511,Montréal-Nord,443,2020-04-16,17:40:02
512,Montréal-Ouest,5,2020-04-16,17:40:02
513,Mont-Royal,53,2020-04-16,17:40:02
514,Outremont,156,2020-04-16,17:40:02
515,Pierrefonds–Roxboro,100,2020-04-16,17:40:02
516,Plateau-Mont-Royal,295,2020-04-16,17:40:02
517,Pointe-Claire,38,2020-04-16,17:40:02
518,Rivière-des-Prairies–Pointe-aux-Trembles,358,2020-04-16,17:40:02
519,Rosemont–La Petite Patrie,357,2020-04-16,17:40:02
520,Sainte-Anne-de-Bellevue,5,2020-04-16,17:40:02
521,Saint-Laurent,223,2020-04-16,17:40:02
522,Saint-Léonard,240,2020-04-16,17:40:02
523,Senneville,5,2020-04-16,17:40:02
524,Sud-Ouest,310,2020-04-16,17:40:02
525,Verdun,301,2020-04-16,17:40:02
526,Ville-Marie,238,2020-04-16,17:40:02
527,Villeray–Saint-Michel–Parc-Extension,429,2020-04-16,17:40:02
528,Westmount,64,2020-04-16,17:40:02
529,Ahuntsic–Cartierville,481,2020-04-16,21:16:32
530,Anjou,113,2020-04-16,21:16:32
531,Baie-D'Urfé,5,2020-04-16,21:16:32
532,Beaconsfield,13,2020-04-16,21:16:32
533,Côte-des-Neiges–Notre-Dame-de-Grâce,717,2020-04-16,21:16:32
534,Côte-Saint-Luc,286,2020-04-16,21:16:32
535,Dollard-des-Ormeaux,82,2020-04-16,21:16:32
536,Dorval,44,2020-04-16,21:16:32
537,Hampstead,29,2020-04-16,21:16:32
538,Kirkland,20,2020-04-16,21:16:32
539,Lachine,99,2020-04-16,21:16:32
540,LaSalle,360,2020-04-16,21:16:32
541,L'Île-Bizard–Sainte-Geneviève,29,2020-04-16,21:16:32
542,Mercier–Hochelaga-Maisonneuve,396,2020-04-16,21:16:32
543,Montréal-Est,7,2020-04-16,21:16:32
544,Montréal-Nord,443,2020-04-16,21:16:32
545,Montréal-Ouest,5,2020-04-16,21:16:32
546,Mont-Royal,53,2020-04-16,21:16:32
547,Outremont,156,2020-04-16,21:16:32
548,Pierrefonds–Roxboro,100,2020-04-16,21:16:32
549,Plateau-Mont-Royal,295,2020-04-16,21:16:32
550,Pointe-Claire,38,2020-04-16,21:16:32
551,Rivière-des-Prairies–Pointe-aux-Trembles,358,2020-04-16,21:16:32
552,Rosemont–La Petite Patrie,357,2020-04-16,21:16:32
553,Sainte-Anne-de-Bellevue,5,2020-04-16,21:16:32
554,Saint-Laurent,223,2020-04-16,21:16:32
555,Saint-Léonard,240,2020-04-16,21:16:32
556,Senneville,5,2020-04-16,21:16:32
557,Sud-Ouest,310,2020-04-16,21:16:32
558,Verdun,301,2020-04-16,21:16:32
559,Ville-Marie,238,2020-04-16,21:16:32
560,Villeray–Saint-Michel–Parc-Extension,429,2020-04-16,21:16:32
561,Westmount,64,2020-04-16,21:16:32
562,Ahuntsic–Cartierville,481,2020-04-17,00:00:33
563,Anjou,113,2020-04-17,00:00:33
564,Baie-D'Urfé,5,2020-04-17,00:00:33
565,Beaconsfield,13,2020-04-17,00:00:33
566,Côte-des-Neiges–Notre-Dame-de-Grâce,717,2020-04-17,00:00:33
567,Côte-Saint-Luc,286,2020-04-17,00:00:33
568,Dollard-des-Ormeaux,82,2020-04-17,00:00:33
569,Dorval,44,2020-04-17,00:00:33
570,Hampstead,29,2020-04-17,00:00:33
571,Kirkland,20,2020-04-17,00:00:33
572,Lachine,99,2020-04-17,00:00:33
573,LaSalle,360,2020-04-17,00:00:33
574,L'Île-Bizard–Sainte-Geneviève,29,2020-04-17,00:00:33
575,Mercier–Hochelaga-Maisonneuve,396,2020-04-17,00:00:33
576,Montréal-Est,7,2020-04-17,00:00:33
577,Montréal-Nord,443,2020-04-17,00:00:33
578,Montréal-Ouest,5,2020-04-17,00:00:33
579,Mont-Royal,53,2020-04-17,00:00:33
580,Outremont,156,2020-04-17,00:00:33
581,Pierrefonds–Roxboro,100,2020-04-17,00:00:33
582,Plateau-Mont-Royal,295,2020-04-17,00:00:33
583,Pointe-Claire,38,2020-04-17,00:00:33
584,Rivière-des-Prairies–Pointe-aux-Trembles,358,2020-04-17,00:00:33
585,Rosemont–La Petite Patrie,357,2020-04-17,00:00:33
586,Sainte-Anne-de-Bellevue,5,2020-04-17,00:00:33
587,Saint-Laurent,223,2020-04-17,00:00:33
588,Saint-Léonard,240,2020-04-17,00:00:33
589,Senneville,5,2020-04-17,00:00:33
590,Sud-Ouest,310,2020-04-17,00:00:33
591,Verdun,301,2020-04-17,00:00:33
592,Ville-Marie,238,2020-04-17,00:00:33
593,Villeray–Saint-Michel–Parc-Extension,429,2020-04-17,00:00:33
594,Westmount,64,2020-04-17,00:00:33
595,Ahuntsic–Cartierville,481,2020-04-17,03:00:10
596,Anjou,113,2020-04-17,03:00:10
597,Baie-D'Urfé,5,2020-04-17,03:00:10
598,Beaconsfield,13,2020-04-17,03:00:10
599,Côte-des-Neiges–Notre-Dame-de-Grâce,717,2020-04-17,03:00:10
600,Côte-Saint-Luc,286,2020-04-17,03:00:10
601,Dollard-des-Ormeaux,82,2020-04-17,03:00:10
602,Dorval,44,2020-04-17,03:00:10
603,Hampstead,29,2020-04-17,03:00:10
604,Kirkland,20,2020-04-17,03:00:10
605,Lachine,99,2020-04-17,03:00:10
606,LaSalle,360,2020-04-17,03:00:10
607,L'Île-Bizard–Sainte-Geneviève,29,2020-04-17,03:00:10
608,Mercier–Hochelaga-Maisonneuve,396,2020-04-17,03:00:10
609,Montréal-Est,7,2020-04-17,03:00:10
610,Montréal-Nord,443,2020-04-17,03:00:10
611,Montréal-Ouest,5,2020-04-17,03:00:10
612,Mont-Royal,53,2020-04-17,03:00:10
613,Outremont,156,2020-04-17,03:00:10
614,Pierrefonds–Roxboro,100,2020-04-17,03:00:10
615,Plateau-Mont-Royal,295,2020-04-17,03:00:10
616,Pointe-Claire,38,2020-04-17,03:00:10
617,Rivière-des-Prairies–Pointe-aux-Trembles,358,2020-04-17,03:00:10
618,Rosemont–La Petite Patrie,357,2020-04-17,03:00:10
619,Sainte-Anne-de-Bellevue,5,2020-04-17,03:00:10
620,Saint-Laurent,223,2020-04-17,03:00:10
621,Saint-Léonard,240,2020-04-17,03:00:10
622,Senneville,5,2020-04-17,03:00:10
623,Sud-Ouest,310,2020-04-17,03:00:10
624,Verdun,301,2020-04-17,03:00:10
625,Ville-Marie,238,2020-04-17,03:00:10
626,Villeray–Saint-Michel–Parc-Extension,429,2020-04-17,03:00:10
627,Westmount,64,2020-04-17,03:00:10
628,Ahuntsic–Cartierville,481,2020-04-17,12:00:13
629,Anjou,113,2020-04-17,12:00:13
630,Baie-D'Urfé,5,2020-04-17,12:00:13
631,Beaconsfield,13,2020-04-17,12:00:13
632,Côte-des-Neiges–Notre-Dame-de-Grâce,717,2020-04-17,12:00:13
633,Côte-Saint-Luc,286,2020-04-17,12:00:13
634,Dollard-des-Ormeaux,82,2020-04-17,12:00:13
635,Dorval,44,2020-04-17,12:00:13
636,Hampstead,29,2020-04-17,12:00:13
637,Kirkland,20,2020-04-17,12:00:13
638,Lachine,99,2020-04-17,12:00:13
639,LaSalle,360,2020-04-17,12:00:13
640,L'Île-Bizard–Sainte-Geneviève,29,2020-04-17,12:00:13
641,Mercier–Hochelaga-Maisonneuve,396,2020-04-17,12:00:13
642,Montréal-Est,7,2020-04-17,12:00:13
643,Montréal-Nord,443,2020-04-17,12:00:13
644,Montréal-Ouest,5,2020-04-17,12:00:13
645,Mont-Royal,53,2020-04-17,12:00:13
646,Outremont,156,2020-04-17,12:00:13
647,Pierrefonds–Roxboro,100,2020-04-17,12:00:13
648,Plateau-Mont-Royal,295,2020-04-17,12:00:13
649,Pointe-Claire,38,2020-04-17,12:00:13
650,Rivière-des-Prairies–Pointe-aux-Trembles,358,2020-04-17,12:00:13
651,Rosemont–La Petite Patrie,357,2020-04-17,12:00:13
652,Sainte-Anne-de-Bellevue,5,2020-04-17,12:00:13
653,Saint-Laurent,223,2020-04-17,12:00:13
654,Saint-Léonard,240,2020-04-17,12:00:13
655,Senneville,5,2020-04-17,12:00:13
656,Sud-Ouest,310,2020-04-17,12:00:13
657,Verdun,301,2020-04-17,12:00:13
658,Ville-Marie,238,2020-04-17,12:00:13
659,Villeray–Saint-Michel–Parc-Extension,429,2020-04-17,12:00:13
660,Westmount,64,2020-04-17,12:00:13
661,Ahuntsic–Cartierville,481,2020-04-17,15:00:10
662,Anjou,113,2020-04-17,15:00:10
663,Baie-D'Urfé,5,2020-04-17,15:00:10
664,Beaconsfield,13,2020-04-17,15:00:10
665,Côte-des-Neiges–Notre-Dame-de-Grâce,717,2020-04-17,15:00:10
666,Côte-Saint-Luc,286,2020-04-17,15:00:10
667,Dollard-des-Ormeaux,82,2020-04-17,15:00:10
668,Dorval,44,2020-04-17,15:00:10
669,Hampstead,29,2020-04-17,15:00:10
670,Kirkland,20,2020-04-17,15:00:10
671,Lachine,99,2020-04-17,15:00:10
672,LaSalle,360,2020-04-17,15:00:10
673,L'Île-Bizard–Sainte-Geneviève,29,2020-04-17,15:00:10
674,Mercier–Hochelaga-Maisonneuve,396,2020-04-17,15:00:10
675,Montréal-Est,7,2020-04-17,15:00:10
676,Montréal-Nord,443,2020-04-17,15:00:10
677,Montréal-Ouest,5,2020-04-17,15:00:10
678,Mont-Royal,53,2020-04-17,15:00:10
679,Outremont,156,2020-04-17,15:00:10
680,Pierrefonds–Roxboro,100,2020-04-17,15:00:10
681,Plateau-Mont-Royal,295,2020-04-17,15:00:10
682,Pointe-Claire,38,2020-04-17,15:00:10
683,Rivière-des-Prairies–Pointe-aux-Trembles,358,2020-04-17,15:00:10
684,Rosemont–La Petite Patrie,357,2020-04-17,15:00:10
685,Sainte-Anne-de-Bellevue,5,2020-04-17,15:00:10
686,Saint-Laurent,223,2020-04-17,15:00:10
687,Saint-Léonard,240,2020-04-17,15:00:10
688,Senneville,5,2020-04-17,15:00:10
689,Sud-Ouest,310,2020-04-17,15:00:10
690,Verdun,301,2020-04-17,15:00:10
691,Ville-Marie,238,2020-04-17,15:00:10
692,Villeray–Saint-Michel–Parc-Extension,429,2020-04-17,15:00:10
693,Westmount,64,2020-04-17,15:00:10
694,Ahuntsic–Cartierville,481,2020-04-17,18:00:14
695,Anjou,113,2020-04-17,18:00:14
696,Baie-D'Urfé,5,2020-04-17,18:00:14
697,Beaconsfield,13,2020-04-17,18:00:14
698,Côte-des-Neiges–Notre-Dame-de-Grâce,717,2020-04-17,18:00:14
699,Côte-Saint-Luc,286,2020-04-17,18:00:14
700,Dollard-des-Ormeaux,82,2020-04-17,18:00:14
701,Dorval,44,2020-04-17,18:00:14
702,Hampstead,29,2020-04-17,18:00:14
703,Kirkland,20,2020-04-17,18:00:14
704,Lachine,99,2020-04-17,18:00:14
705,LaSalle,360,2020-04-17,18:00:14
706,L'Île-Bizard–Sainte-Geneviève,29,2020-04-17,18:00:14
707,Mercier–Hochelaga-Maisonneuve,396,2020-04-17,18:00:14
708,Montréal-Est,7,2020-04-17,18:00:14
709,Montréal-Nord,443,2020-04-17,18:00:14
710,Montréal-Ouest,5,2020-04-17,18:00:14
711,Mont-Royal,53,2020-04-17,18:00:14
712,Outremont,156,2020-04-17,18:00:14
713,Pierrefonds–Roxboro,100,2020-04-17,18:00:14
714,Plateau-Mont-Royal,295,2020-04-17,18:00:14
715,Pointe-Claire,38,2020-04-17,18:00:14
716,Rivière-des-Prairies–Pointe-aux-Trembles,358,2020-04-17,18:00:14
717,Rosemont–La Petite Patrie,357,2020-04-17,18:00:14
718,Sainte-Anne-de-Bellevue,5,2020-04-17,18:00:14
719,Saint-Laurent,223,2020-04-17,18:00:14
720,Saint-Léonard,240,2020-04-17,18:00:14
721,Senneville,5,2020-04-17,18:00:14
722,Sud-Ouest,310,2020-04-17,18:00:14
723,Verdun,301,2020-04-17,18:00:14
724,Ville-Marie,238,2020-04-17,18:00:14
725,Villeray–Saint-Michel–Parc-Extension,429,2020-04-17,18:00:14
726,Westmount,64,2020-04-17,18:00:14
727,Ahuntsic–Cartierville,535,2020-04-17,21:00:09
728,Anjou,120,2020-04-17,21:00:09
729,Baie-D'Urfé,5,2020-04-17,21:00:09
730,Beaconsfield,15,2020-04-17,21:00:09
731,Côte-des-Neiges–Notre-Dame-de-Grâce,775,2020-04-17,21:00:09
732,Côte-Saint-Luc,292,2020-04-17,21:00:09
733,Dollard-des-Ormeaux,89,2020-04-17,21:00:09
734,Dorval,47,2020-04-17,21:00:09
735,Hampstead,29,2020-04-17,21:00:09
736,Kirkland,21,2020-04-17,21:00:09
737,Lachine,102,2020-04-17,21:00:09
738,LaSalle,372,2020-04-17,21:00:09
739,L'Île-Bizard–Sainte-Geneviève,33,2020-04-17,21:00:09
740,Mercier–Hochelaga-Maisonneuve,430,2020-04-17,21:00:09
741,Montréal-Est,8,2020-04-17,21:00:09
742,Montréal-Nord,490,2020-04-17,21:00:09
743,Montréal-Ouest,5,2020-04-17,21:00:09
744,Mont-Royal,57,2020-04-17,21:00:09
745,Outremont,157,2020-04-17,21:00:09
746,Pierrefonds–Roxboro,104,2020-04-17,21:00:09
747,Plateau-Mont-Royal,345,2020-04-17,21:00:09
748,Pointe-Claire,39,2020-04-17,21:00:09
749,Rivière-des-Prairies–Pointe-aux-Trembles,395,2020-04-17,21:00:09
750,Rosemont–La Petite Patrie,379,2020-04-17,21:00:09
751,Sainte-Anne-de-Bellevue,5,2020-04-17,21:00:09
752,Saint-Laurent,237,2020-04-17,21:00:09
753,Saint-Léonard,258,2020-04-17,21:00:09
754,Senneville,5,2020-04-17,21:00:09
755,Sud-Ouest,322,2020-04-17,21:00:09
756,Verdun,326,2020-04-17,21:00:09
757,Ville-Marie,249,2020-04-17,21:00:09
758,Villeray–Saint-Michel–Parc-Extension,467,2020-04-17,21:00:09
759,Westmount,67,2020-04-17,21:00:09
760,Ahuntsic–Cartierville,535,2020-04-18,00:00:26
761,Anjou,120,2020-04-18,00:00:26
762,Baie-D'Urfé,5,2020-04-18,00:00:26
763,Beaconsfield,15,2020-04-18,00:00:26
764,Côte-des-Neiges–Notre-Dame-de-Grâce,775,2020-04-18,00:00:26
765,Côte-Saint-Luc,292,2020-04-18,00:00:26
766,Dollard-des-Ormeaux,89,2020-04-18,00:00:26
767,Dorval,47,2020-04-18,00:00:26
768,Hampstead,29,2020-04-18,00:00:26
769,Kirkland,21,2020-04-18,00:00:26
770,Lachine,102,2020-04-18,00:00:26
771,LaSalle,372,2020-04-18,00:00:26
772,L'Île-Bizard–Sainte-Geneviève,33,2020-04-18,00:00:26
773,Mercier–Hochelaga-Maisonneuve,430,2020-04-18,00:00:26
774,Montréal-Est,8,2020-04-18,00:00:26
775,Montréal-Nord,490,2020-04-18,00:00:26
776,Montréal-Ouest,5,2020-04-18,00:00:26
777,Mont-Royal,57,2020-04-18,00:00:26
778,Outremont,157,2020-04-18,00:00:26
779,Pierrefonds–Roxboro,104,2020-04-18,00:00:26
780,Plateau-Mont-Royal,345,2020-04-18,00:00:26
781,Pointe-Claire,39,2020-04-18,00:00:26
782,Rivière-des-Prairies–Pointe-aux-Trembles,395,2020-04-18,00:00:26
783,Rosemont–La Petite Patrie,379,2020-04-18,00:00:26
784,Sainte-Anne-de-Bellevue,5,2020-04-18,00:00:26
785,Saint-Laurent,237,2020-04-18,00:00:26
786,Saint-Léonard,258,2020-04-18,00:00:26
787,Senneville,5,2020-04-18,00:00:26
788,Sud-Ouest,322,2020-04-18,00:00:26
789,Verdun,326,2020-04-18,00:00:26
790,Ville-Marie,249,2020-04-18,00:00:26
791,Villeray–Saint-Michel–Parc-Extension,467,2020-04-18,00:00:26
792,Westmount,67,2020-04-18,00:00:26
793,Ahuntsic–Cartierville,535,2020-04-18,03:00:01
794,Anjou,120,2020-04-18,03:00:01
795,Baie-D'Urfé,5,2020-04-18,03:00:01
796,Beaconsfield,15,2020-04-18,03:00:01
797,Côte-des-Neiges–Notre-Dame-de-Grâce,775,2020-04-18,03:00:01
798,Côte-Saint-Luc,292,2020-04-18,03:00:01
799,Dollard-des-Ormeaux,89,2020-04-18,03:00:01
800,Dorval,47,2020-04-18,03:00:01
801,Hampstead,29,2020-04-18,03:00:01
802,Kirkland,21,2020-04-18,03:00:01
803,Lachine,102,2020-04-18,03:00:01
804,LaSalle,372,2020-04-18,03:00:01
805,L'Île-Bizard–Sainte-Geneviève,33,2020-04-18,03:00:01
806,Mercier–Hochelaga-Maisonneuve,430,2020-04-18,03:00:01
807,Montréal-Est,8,2020-04-18,03:00:01
808,Montréal-Nord,490,2020-04-18,03:00:01
809,Montréal-Ouest,5,2020-04-18,03:00:01
810,Mont-Royal,57,2020-04-18,03:00:01
811,Outremont,157,2020-04-18,03:00:01
812,Pierrefonds–Roxboro,104,2020-04-18,03:00:01
813,Plateau-Mont-Royal,345,2020-04-18,03:00:01
814,Pointe-Claire,39,2020-04-18,03:00:01
815,Rivière-des-Prairies–Pointe-aux-Trembles,395,2020-04-18,03:00:01
816,Rosemont–La Petite Patrie,379,2020-04-18,03:00:01
817,Sainte-Anne-de-Bellevue,5,2020-04-18,03:00:01
818,Saint-Laurent,237,2020-04-18,03:00:01
819,Saint-Léonard,258,2020-04-18,03:00:01
820,Senneville,5,2020-04-18,03:00:01
821,Sud-Ouest,322,2020-04-18,03:00:01
822,Verdun,326,2020-04-18,03:00:01
823,Ville-Marie,249,2020-04-18,03:00:01
824,Villeray–Saint-Michel–Parc-Extension,467,2020-04-18,03:00:01
825,Westmount,67,2020-04-18,03:00:01
826,Ahuntsic–Cartierville,535,2020-04-18,06:00:01
827,Anjou,120,2020-04-18,06:00:01
828,Baie-D'Urfé,5,2020-04-18,06:00:01
829,Beaconsfield,15,2020-04-18,06:00:01
830,Côte-des-Neiges–Notre-Dame-de-Grâce,775,2020-04-18,06:00:01
831,Côte-Saint-Luc,292,2020-04-18,06:00:01
832,Dollard-des-Ormeaux,89,2020-04-18,06:00:01
833,Dorval,47,2020-04-18,06:00:01
834,Hampstead,29,2020-04-18,06:00:01
835,Kirkland,21,2020-04-18,06:00:01
836,Lachine,102,2020-04-18,06:00:01
837,LaSalle,372,2020-04-18,06:00:01
838,L'Île-Bizard–Sainte-Geneviève,33,2020-04-18,06:00:01
839,Mercier–Hochelaga-Maisonneuve,430,2020-04-18,06:00:01
840,Montréal-Est,8,2020-04-18,06:00:01
841,Montréal-Nord,490,2020-04-18,06:00:01
842,Montréal-Ouest,5,2020-04-18,06:00:01
843,Mont-Royal,57,2020-04-18,06:00:01
844,Outremont,157,2020-04-18,06:00:01
845,Pierrefonds–Roxboro,104,2020-04-18,06:00:01
846,Plateau-Mont-Royal,345,2020-04-18,06:00:01
847,Pointe-Claire,39,2020-04-18,06:00:01
848,Rivière-des-Prairies–Pointe-aux-Trembles,395,2020-04-18,06:00:01
849,Rosemont–La Petite Patrie,379,2020-04-18,06:00:01
850,Sainte-Anne-de-Bellevue,5,2020-04-18,06:00:01
851,Saint-Laurent,237,2020-04-18,06:00:01
852,Saint-Léonard,258,2020-04-18,06:00:01
853,Senneville,5,2020-04-18,06:00:01
854,Sud-Ouest,322,2020-04-18,06:00:01
855,Verdun,326,2020-04-18,06:00:01
856,Ville-Marie,249,2020-04-18,06:00:01
857,Villeray–Saint-Michel–Parc-Extension,467,2020-04-18,06:00:01
858,Westmount,67,2020-04-18,06:00:01
859,Ahuntsic–Cartierville,594,2020-04-18,21:00:09
860,Anjou,127,2020-04-18,21:00:09
861,Baie-D'Urfé,5,2020-04-18,21:00:09
862,Beaconsfield,15,2020-04-18,21:00:09
863,Côte-des-Neiges–Notre-Dame-de-Grâce,799,2020-04-18,21:00:09
864,Côte-Saint-Luc,292,2020-04-18,21:00:09
865,Dollard-des-Ormeaux,92,2020-04-18,21:00:09
866,Dorval,47,2020-04-18,21:00:09
867,Hampstead,29,2020-04-18,21:00:09
868,Kirkland,23,2020-04-18,21:00:09
869,Lachine,104,2020-04-18,21:00:09
870,LaSalle,379,2020-04-18,21:00:09
871,L'Île-Bizard–Sainte-Geneviève,32,2020-04-18,21:00:09
872,Mercier–Hochelaga-Maisonneuve,459,2020-04-18,21:00:09
873,Montréal-Est,8,2020-04-18,21:00:09
874,Montréal-Nord,527,2020-04-18,21:00:09
875,Montréal-Ouest,6,2020-04-18,21:00:09
876,Mont-Royal,60,2020-04-18,21:00:09
877,Outremont,159,2020-04-18,21:00:09
878,Pierrefonds–Roxboro,108,2020-04-18,21:00:09
879,Plateau-Mont-Royal,348,2020-04-18,21:00:09
880,Pointe-Claire,40,2020-04-18,21:00:09
881,Rivière-des-Prairies–Pointe-aux-Trembles,413,2020-04-18,21:00:09
882,Rosemont–La Petite Patrie,401,2020-04-18,21:00:09
883,Sainte-Anne-de-Bellevue,5,2020-04-18,21:00:09
884,Saint-Laurent,253,2020-04-18,21:00:09
885,Saint-Léonard,273,2020-04-18,21:00:09
886,Senneville,5,2020-04-18,21:00:09
887,Sud-Ouest,328,2020-04-18,21:00:09
888,Verdun,332,2020-04-18,21:00:09
889,Ville-Marie,252,2020-04-18,21:00:09
890,Villeray–Saint-Michel–Parc-Extension,487,2020-04-18,21:00:09
891,Westmount,67,2020-04-18,21:00:09
892,Ahuntsic–Cartierville,594,2020-04-19,00:02:31
893,Anjou,127,2020-04-19,00:02:31
894,Baie-D'Urfé,5,2020-04-19,00:02:31
895,Beaconsfield,15,2020-04-19,00:02:31
896,Côte-des-Neiges–Notre-Dame-de-Grâce,799,2020-04-19,00:02:31
897,Côte-Saint-Luc,292,2020-04-19,00:02:31
898,Dollard-des-Ormeaux,92,2020-04-19,00:02:31
899,Dorval,47,2020-04-19,00:02:31
900,Hampstead,29,2020-04-19,00:02:31
901,Kirkland,23,2020-04-19,00:02:31
902,Lachine,104,2020-04-19,00:02:31
903,LaSalle,379,2020-04-19,00:02:31
904,L'Île-Bizard–Sainte-Geneviève,32,2020-04-19,00:02:31
905,Mercier–Hochelaga-Maisonneuve,459,2020-04-19,00:02:31
906,Montréal-Est,8,2020-04-19,00:02:31
907,Montréal-Nord,527,2020-04-19,00:02:31
908,Montréal-Ouest,6,2020-04-19,00:02:31
909,Mont-Royal,60,2020-04-19,00:02:31
910,Outremont,159,2020-04-19,00:02:31
911,Pierrefonds–Roxboro,108,2020-04-19,00:02:31
912,Plateau-Mont-Royal,348,2020-04-19,00:02:31
913,Pointe-Claire,40,2020-04-19,00:02:31
914,Rivière-des-Prairies–Pointe-aux-Trembles,413,2020-04-19,00:02:31
915,Rosemont–La Petite Patrie,401,2020-04-19,00:02:31
916,Sainte-Anne-de-Bellevue,5,2020-04-19,00:02:31
917,Saint-Laurent,253,2020-04-19,00:02:31
918,Saint-Léonard,273,2020-04-19,00:02:31
919,Senneville,5,2020-04-19,00:02:31
920,Sud-Ouest,328,2020-04-19,00:02:31
921,Verdun,332,2020-04-19,00:02:31
922,Ville-Marie,252,2020-04-19,00:02:31
923,Villeray–Saint-Michel–Parc-Extension,487,2020-04-19,00:02:31
924,Westmount,67,2020-04-19,00:02:31
925,Ahuntsic–Cartierville,594,2020-04-19,03:00:14
926,Anjou,127,2020-04-19,03:00:14
927,Baie-D'Urfé,5,2020-04-19,03:00:14
928,Beaconsfield,15,2020-04-19,03:00:14
929,Côte-des-Neiges–Notre-Dame-de-Grâce,799,2020-04-19,03:00:14
930,Côte-Saint-Luc,292,2020-04-19,03:00:14
931,Dollard-des-Ormeaux,92,2020-04-19,03:00:14
932,Dorval,47,2020-04-19,03:00:14
933,Hampstead,29,2020-04-19,03:00:14
934,Kirkland,23,2020-04-19,03:00:14
935,Lachine,104,2020-04-19,03:00:14
936,LaSalle,379,2020-04-19,03:00:14
937,L'Île-Bizard–Sainte-Geneviève,32,2020-04-19,03:00:14
938,Mercier–Hochelaga-Maisonneuve,459,2020-04-19,03:00:14
939,Montréal-Est,8,2020-04-19,03:00:14
940,Montréal-Nord,527,2020-04-19,03:00:14
941,Montréal-Ouest,6,2020-04-19,03:00:14
942,Mont-Royal,60,2020-04-19,03:00:14
943,Outremont,159,2020-04-19,03:00:14
944,Pierrefonds–Roxboro,108,2020-04-19,03:00:14
945,Plateau-Mont-Royal,348,2020-04-19,03:00:14
946,Pointe-Claire,40,2020-04-19,03:00:14
947,Rivière-des-Prairies–Pointe-aux-Trembles,413,2020-04-19,03:00:14
948,Rosemont–La Petite Patrie,401,2020-04-19,03:00:14
949,Sainte-Anne-de-Bellevue,5,2020-04-19,03:00:14
950,Saint-Laurent,253,2020-04-19,03:00:14
951,Saint-Léonard,273,2020-04-19,03:00:14
952,Senneville,5,2020-04-19,03:00:14
953,Sud-Ouest,328,2020-04-19,03:00:14
954,Verdun,332,2020-04-19,03:00:14
955,Ville-Marie,252,2020-04-19,03:00:14
956,Villeray–Saint-Michel–Parc-Extension,487,2020-04-19,03:00:14
957,Westmount,67,2020-04-19,03:00:14
958,Ahuntsic–Cartierville,594,2020-04-19,06:00:17
959,Anjou,127,2020-04-19,06:00:17
960,Baie-D'Urfé,5,2020-04-19,06:00:17
961,Beaconsfield,15,2020-04-19,06:00:17
962,Côte-des-Neiges–Notre-Dame-de-Grâce,799,2020-04-19,06:00:17
963,Côte-Saint-Luc,292,2020-04-19,06:00:17
964,Dollard-des-Ormeaux,92,2020-04-19,06:00:17
965,Dorval,47,2020-04-19,06:00:17
966,Hampstead,29,2020-04-19,06:00:17
967,Kirkland,23,2020-04-19,06:00:17
968,Lachine,104,2020-04-19,06:00:17
969,LaSalle,379,2020-04-19,06:00:17
970,L'Île-Bizard–Sainte-Geneviève,32,2020-04-19,06:00:17
971,Mercier–Hochelaga-Maisonneuve,459,2020-04-19,06:00:17
972,Montréal-Est,8,2020-04-19,06:00:17
973,Montréal-Nord,527,2020-04-19,06:00:17
974,Montréal-Ouest,6,2020-04-19,06:00:17
975,Mont-Royal,60,2020-04-19,06:00:17
976,Outremont,159,2020-04-19,06:00:17
977,Pierrefonds–Roxboro,108,2020-04-19,06:00:17
978,Plateau-Mont-Royal,348,2020-04-19,06:00:17
979,Pointe-Claire,40,2020-04-19,06:00:17
980,Rivière-des-Prairies–Pointe-aux-Trembles,413,2020-04-19,06:00:17
981,Rosemont–La Petite Patrie,401,2020-04-19,06:00:17
982,Sainte-Anne-de-Bellevue,5,2020-04-19,06:00:17
983,Saint-Laurent,253,2020-04-19,06:00:17
984,Saint-Léonard,273,2020-04-19,06:00:17
985,Senneville,5,2020-04-19,06:00:17
986,Sud-Ouest,328,2020-04-19,06:00:17
987,Verdun,332,2020-04-19,06:00:17
988,Ville-Marie,252,2020-04-19,06:00:17
989,Villeray–Saint-Michel–Parc-Extension,487,2020-04-19,06:00:17
990,Westmount,67,2020-04-19,06:00:17
991,Ahuntsic–Cartierville,594,2020-04-19,09:00:17
992,Anjou,127,2020-04-19,09:00:17
993,Baie-D'Urfé,5,2020-04-19,09:00:17
994,Beaconsfield,15,2020-04-19,09:00:17
995,Côte-des-Neiges–Notre-Dame-de-Grâce,799,2020-04-19,09:00:17
996,Côte-Saint-Luc,292,2020-04-19,09:00:17
997,Dollard-des-Ormeaux,92,2020-04-19,09:00:17
